bundle	deleted	entity_id	revision_id	langcode	delta	field_event_date_value
event	0	11557	11557	und	0	1936-01-22
event	0	11559	11559	und	0	1936-04-07
event	0	11560	11560	und	0	1936-05-21
event	0	11561	11561	und	0	1936-05-25
event	0	11563	11563	und	0	1936-08-01
event	0	11564	11564	und	0	1936-08-01
event	0	11565	11565	und	0	1936-08-23
event	0	11567	163668	und	0	1936-10-22
event	0	11568	11568	und	0	1936-11-01
event	0	11569	11569	und	0	1937-02-19
event	0	11570	11570	und	0	1937-02-25
event	0	11572	11572	und	0	1937-06-01
event	0	11575	161284	und	0	1937-07-06
event	0	11576	11576	und	0	1937-12-11
event	0	11578	11578	und	0	1938-05-18
event	0	11579	11579	und	0	1938-07-01
event	0	11581	11581	und	0	1938-08-08
event	0	11582	11582	und	0	1938-08-23
event	0	11583	11583	und	0	1938-08-31
event	0	11584	11584	und	0	1938-09-10
event	0	11585	11585	und	0	1938-10-26
event	0	11586	11586	und	0	1938-11-12
event	0	11587	11587	und	0	1938-11-15
event	0	11588	11588	und	0	1938-12-21
event	0	11589	11589	und	0	1939-01-20
event	0	11590	11590	und	0	1939-02-04
event	0	11592	11592	und	0	1939-03-25
event	0	11593	171353	und	0	1939-04-04
event	0	11595	11595	und	0	1939-05-23
event	0	11596	167863	und	0	1939-06-21
event	0	11597	161366	und	0	1939-07-09
event	0	11598	11598	und	0	1939-07-19
event	0	11599	11599	und	0	1839-07-24
event	0	11600	180848	und	0	1939-07-26
event	0	11601	11601	und	0	1939-09-01
event	0	11602	168924	und	0	1939-09-05
event	0	11603	11603	und	0	1939-09-06
event	0	11604	163453	und	0	1939-10-16
event	0	11605	11605	und	0	1939-10-26
event	0	11606	11606	und	0	1939-10-31
event	0	11607	11607	und	0	1939-11-10
event	0	11608	156891	und	0	1939-12-10
event	0	11609	11609	und	0	1940-01-19
event	0	11610	157883	und	0	1940-01-19
event	0	11612	11612	und	0	1940-01-29
event	0	11613	158601	und	0	1940-02-20
event	0	11614	11614	und	0	1940-02-29
event	0	11615	11615	und	0	1940-06-03
event	0	11616	161102	und	0	1940-06-22
event	0	11617	11617	und	0	1940-08-10
event	0	11618	11618	und	0	1940-10-09
event	0	11619	165744	und	0	1940-12-25
event	0	11621	11621	und	0	1941-10-22
event	0	11622	11622	und	0	1941-12-07
event	0	11623	173545	und	0	1941-12-13
event	0	11624	158179	und	0	1942-01-28
event	0	11626	11626	und	0	1942-04-05
event	0	11627	159464	und	0	1942-04-12
event	0	11629	11629	und	0	1942-04-14
event	0	11630	160304	und	0	1942-05-20
event	0	11632	11632	und	0	1942-05-30
event	0	11634	11634	und	0	1942-06-21
event	0	11637	11637	und	0	1942-09-10
event	0	11638	11638	und	0	1942-09-13
event	0	11639	11639	und	0	1942-10-23
event	0	11640	11640	und	0	1942-11-01
event	0	11641	173434	und	0	1942-11-21
event	0	11642	11642	und	0	1943-01-23
event	0	11643	11643	und	0	1943-01-27
event	0	11644	11644	und	0	1943-02-23
event	0	11645	11645	und	0	1943-03-05
event	0	11646	11646	und	0	1943-05-23
event	0	11647	11647	und	0	1943-06-26
event	0	11648	168282	und	0	1943-07-17
event	0	11649	11649	und	0	1943-09-26
event	0	11650	169803	und	0	1943-11-25
event	0	11651	11651	und	0	1943-11-26
event	0	11652	11652	und	0	1943-12-16
event	0	11653	11653	und	0	1943-12-28
event	0	11655	11655	und	0	1944-08-19
event	0	11656	11656	und	0	1944-08-27
event	0	11657	11657	und	0	1944-10-14
event	0	11658	11658	und	0	1944-10-29
event	0	11659	164949	und	0	1944-11-20
event	0	11660	11660	und	0	1945-02-23
event	0	11662	11662	und	0	1945-05-22
event	0	11663	11663	und	0	1945-06-26
event	0	11665	11665	und	0	1945-07-29
event	0	11666	11666	und	0	1945-08-06
event	0	11667	11667	und	0	1945-08-09
event	0	11668	11668	und	0	1945-09-06
event	0	11672	11672	und	0	1946-01-21
event	0	11673	11673	und	0	1946-02-03
event	0	11675	11675	und	0	1946-02-11
event	0	11676	170698	und	0	1946-02-12
event	0	11677	158583	und	0	1946-02-20
event	0	11678	11678	und	0	1946-03-15
event	0	11679	159256	und	0	1946-03-31
event	0	11680	11680	und	0	1946-04-18
event	0	11681	11681	und	0	1946-06-02
event	0	11682	171958	und	0	1946-06-03
event	0	11683	160930	und	0	1946-06-13
event	0	11685	11685	und	0	1946-06-22
event	0	11686	172084	und	0	1946-06-23
event	0	11687	11687	und	0	1946-07-03
event	0	11689	11689	und	0	1946-07-21
event	0	11690	11690	und	0	1946-08-03
event	0	11691	11691	und	0	1946-08-07
event	0	11692	11692	und	0	1946-08-12
event	0	11693	11693	und	0	1946-10-20
event	0	11694	163732	und	0	1946-10-24
event	0	11695	11695	und	0	1946-12-14
event	0	11696	173549	und	0	1946-12-18
event	0	11698	11698	und	0	1947-05-21
event	0	11699	11699	und	0	1947-07-13
event	0	11700	11700	und	0	1947-07-16
event	0	11701	11701	und	0	1947-07-16
event	0	11702	161860	und	0	1947-07-30
event	0	11703	11703	und	0	1947-08-07
event	0	11704	11704	und	0	1948-01-04
event	0	11705	11705	und	0	1948-01-30
event	0	11706	11706	und	0	1948-02-16
event	0	11707	159390	und	0	2011-04-07
event	0	11708	11708	und	0	1948-04-11
event	0	11709	160404	und	0	1948-05-26
event	0	11712	11712	und	0	1948-06-12
event	0	11714	11714	und	0	1948-06-28
event	0	11715	11715	und	0	1948-07-12
event	0	11716	11716	und	0	1948-07-14
event	0	11717	11717	und	0	1948-08-13
event	0	11718	11718	und	0	1948-10-03
event	0	11719	11719	und	0	1948-10-17
event	0	11720	11720	und	0	1948-10-26
event	0	11721	169801	und	0	1948-11-24
event	0	11722	11722	und	0	1948-12-10
event	0	11723	11723	und	0	1949-01-13
event	0	11724	11724	und	0	1949-01-19
event	0	11727	11727	und	0	1949-05-14
event	0	11728	11728	und	0	1949-06-21
event	0	11729	181019	und	0	1949-08-10
event	0	11730	11730	und	0	1949-09-30
event	0	11731	11731	und	0	1949-09-30
event	0	11732	11732	und	0	1949-12-02
event	0	11733	11733	und	0	1949-12-17
event	0	11734	170495	und	0	1950-01-02
event	0	11735	158584	und	0	1950-02-20
event	0	11738	167122	und	0	1950-04-27
event	0	11739	11739	und	0	1950-05-09
event	0	11740	11740	und	0	1950-06-08
event	0	11741	11741	und	0	1950-06-20
event	0	11742	11742	und	0	1950-06-25
event	0	11744	167579	und	0	1950-06-26
event	0	11746	11746	und	0	1950-06-26
event	0	11750	11750	und	0	1950-08-11
event	0	11751	11751	und	0	1950-09-11
event	0	11752	11752	und	0	1950-09-26
event	0	11753	164406	und	0	1950-11-13
event	0	11754	157742	und	0	1951-01-09
event	0	11755	157818	und	0	1951-01-14
event	0	11756	170695	und	0	1951-02-12
event	0	11757	11757	und	0	1951-02-17
event	0	11759	11759	und	0	1951-04-06
event	0	11760	11760	und	0	1951-05-14
event	0	11762	167625	und	0	1951-06-07
event	0	11763	11763	und	0	1951-07-29
event	0	11764	11764	und	0	1951-10-12
event	0	11766	157380	und	0	1951-12-23
event	0	11767	165742	und	0	1951-12-24
event	0	11768	165320	und	0	1951-11-28
event	0	11769	11769	und	0	1952-01-14
event	0	11770	158117	und	0	1952-01-26
event	0	11772	11772	und	0	1952-03-23
event	0	11774	11774	und	0	1952-05-02
event	0	11775	11775	und	0	1952-05-10
event	0	11776	11776	und	0	1952-05-12
event	0	11777	11777	und	0	1952-05-19
event	0	11778	11778	und	0	1952-05-24
event	0	11779	11779	und	0	1952-08-12
event	0	11780	162629	und	0	1952-09-01
event	0	11781	169411	und	0	1952-10-16
event	0	11782	169449	und	0	1952-10-18
event	0	11783	11783	und	0	1952-11-08
event	0	11784	156903	und	0	1952-11-09
event	0	11785	164791	und	0	1952-11-17
event	0	11786	11786	und	0	1952-12-05
event	0	11787	11787	und	0	1952-12-13
event	0	11788	11788	und	0	1953-01-04
event	0	11789	11789	und	0	1953-01-13
event	0	11790	157958	und	0	1953-01-18
event	0	11791	11791	und	0	1953-01-30
event	0	11792	11792	und	0	1953-02-03
event	0	11793	11793	und	0	1953-02-18
event	0	11794	11794	und	0	1953-03-04
event	0	11796	11796	und	0	1953-03-20
event	0	11797	11797	und	0	1953-03-24
event	0	11798	11798	und	0	1953-07-27
event	0	11799	176031	und	0	1953-10-09
event	0	11803	11803	und	0	1954-04-08
event	0	11804	11804	und	0	1954-04-10
event	0	11805	11805	und	0	1954-04-15
event	0	11806	159482	und	0	1954-04-17
event	0	11807	11807	und	0	1954-05-02
event	0	11809	161508	und	0	1954-07-12
event	0	11810	11810	und	0	1954-07-23
event	0	11811	11811	und	0	1954-10-19
event	0	11812	164020	und	0	1954-11-01
event	0	11813	169844	und	0	1954-11-30
event	0	11815	11815	und	0	1955-02-09
event	0	11816	170975	und	0	1955-03-04
event	0	11817	158886	und	0	1955-03-05
event	0	11818	11818	und	0	1955-04-01
event	0	11819	160811	und	0	1955-06-20
event	0	11820	161138	und	0	1955-06-25
event	0	11822	11822	und	0	1955-08-21
event	0	11823	11823	und	0	1955-08-21
event	0	11824	163365	und	0	1955-10-11
event	0	11825	11825	und	0	1955-10-13
event	0	11826	11826	und	0	1955-11-03
event	0	11827	11827	und	0	1955-12-03
event	0	11828	11828	und	0	1956-02-28
event	0	11829	11829	und	0	1956-03-16
event	0	11830	11830	und	0	1956-03-22
event	0	11831	11831	und	0	1956-05-07
event	0	11832	11832	und	0	1956-05-18
event	0	11833	11833	und	0	1956-06-25
event	0	11834	161367	und	0	1956-07-10
event	0	11835	162010	und	0	1956-08-03
event	0	11836	162045	und	0	1956-08-09
event	0	11837	11837	und	0	1956-11-02
event	0	11838	11838	und	0	1956-12-05
event	0	11839	11839	und	0	1956-12-15
event	0	11840	11840	und	0	1957-01-29
event	0	11841	11841	und	0	1957-02-09
event	0	11842	11842	und	0	1957-03-06
event	0	11843	11843	und	0	1957-03-06
event	0	11844	11844	und	0	1957-11-23
event	0	11845	11845	und	0	1957-11-25
event	0	11846	11846	und	0	1958-02-05
event	0	11847	11847	und	0	1958-02-08
event	0	11848	11848	und	0	1958-04-16
event	0	11851	11851	und	0	1958-05-03
event	0	11852	11852	und	0	1958-05-06
event	0	11853	11853	und	0	1958-08-24
event	0	11854	11854	und	0	1958-08-26
event	0	11855	11855	und	0	1958-09-02
event	0	11857	11857	und	0	1958-09-06
event	0	11858	11858	und	0	1958-10-23
event	0	11859	11859	und	0	1958-11-08
event	0	11860	11860	und	0	1959-01-07
event	0	11866	11866	und	0	1959-04-20
event	0	11867	11867	und	0	1959-05-11
event	0	11868	161139	und	0	1959-06-26
event	0	11869	160648	und	0	1959-06-02
event	0	11870	160933	und	0	1959-06-16
event	0	11871	11871	und	0	1959-06-17
event	0	11872	11872	und	0	1959-06-19
event	0	11873	11873	und	0	1959-07-17
event	0	11874	11874	und	0	1959-11-10
event	0	11875	11875	und	0	1959-11-17
event	0	11876	11876	und	0	1959-12-31
event	0	11877	157741	und	0	1960-01-09
event	0	11879	11879	und	0	1960-01-24
event	0	11881	170568	und	0	1960-02-03
event	0	11882	11882	und	0	1960-02-10
event	0	11884	11884	und	0	1960-02-16
event	0	11885	11885	und	0	1960-02-18
event	0	11886	11886	und	0	1960-03-01
event	0	11887	11887	und	0	1960-03-05
event	0	11888	157534	und	0	1960-03-07
event	0	11889	11889	und	0	1960-03-11
event	0	11890	159127	und	0	1960-03-20
event	0	11895	11895	und	0	1960-04-09
event	0	11896	11896	und	0	1960-04-19
event	0	11897	11897	und	0	1960-04-22
event	0	11898	159930	und	0	1960-05-04
event	0	11899	11899	und	0	1960-05-09
event	0	11900	11900	und	0	1960-05-13
event	0	11901	11901	und	0	1960-05-25
event	0	11902	11902	und	0	1960-06-06
event	0	11903	11903	und	0	1960-07-01
event	0	11904	11904	und	0	1960-07-15
event	0	11905	11905	und	0	1960-07-28
event	0	11906	11906	und	0	1960-08-06
event	0	11907	11907	und	0	1960-08-07
event	0	11908	11908	und	0	1960-08-14
event	0	11909	11909	und	0	1960-08-17
event	0	11910	162477	und	0	1960-08-24
event	0	11911	172631	und	0	1960-08-26
event	0	11912	11912	und	0	1960-09-10
event	0	11913	11913	und	0	1960-09-10
event	0	11915	11915	und	0	1960-11-04
event	0	11916	11916	und	0	1960-12-17
event	0	11917	161573	und	0	1960-12-23
event	0	11918	157949	und	0	1961-01-17
event	0	11919	158145	und	0	1961-01-27
event	0	11920	158557	und	0	1961-02-13
event	0	11921	11921	und	0	1961-03-02
event	0	11922	11922	und	0	1961-03-10
event	0	11923	11923	und	0	1961-03-15
event	0	11924	11924	und	0	1961-03-25
event	0	11925	159437	und	0	1961-04-11
event	0	11926	11926	und	0	1961-04-25
event	0	11927	11927	und	0	1961-04-27
event	0	11930	11930	und	0	1961-05-31
event	0	11931	11931	und	0	1961-07-04
event	0	11932	11932	und	0	1961-07-29
event	0	11933	11933	und	0	1961-08-21
event	0	11934	11934	und	0	1961-08-26
event	0	11935	163030	und	0	1961-09-18
event	0	11936	11936	und	0	1961-10-11
event	0	11938	164670	und	0	1961-11-14
event	0	11939	11939	und	0	1961-12-02
event	0	11940	157371	und	0	1961-12-09
event	0	11941	11941	und	0	1961-12-10
event	0	11942	11942	und	0	1961-12-11
event	0	11943	157518	und	0	1961-12-14
event	0	11946	157772	und	0	1962-01-11
event	0	11948	158075	und	0	1962-01-23
event	0	11949	11949	und	0	1962-02-11
event	0	11950	11950	und	0	1962-02-15
event	0	11951	11951	und	0	1962-02-17
event	0	11952	11952	und	0	1962-02-22
event	0	11953	158729	und	0	1962-02-23
event	0	11954	158747	und	0	1962-02-24
event	0	11955	11955	und	0	1970-01-01
event	0	11956	11956	und	0	1962-05-17
event	0	11957	11957	und	0	1962-05-26
event	0	11958	11958	und	0	1962-06-13
event	0	11959	11959	und	0	1962-06-27
event	0	11960	11960	und	0	1962-08-02
event	0	11961	162080	und	0	1962-08-05
event	0	11962	11962	und	0	1962-08-15
event	0	11963	11963	und	0	1962-08-24
event	0	11964	11964	und	0	1962-09-07
event	0	11965	11965	und	0	1962-09-09
event	0	11966	172745	und	0	1962-10-08
event	0	11967	176032	und	0	1962-10-09
event	0	11968	11968	und	0	1962-10-13
event	0	11969	11969	und	0	1962-11-09
event	0	11970	169798	und	0	1962-11-22
event	0	11971	11971	und	0	1962-12-12
event	0	11972	157314	und	0	1962-12-23
event	0	11973	11973	und	0	1963-01-13
event	0	11974	11974	und	0	1963-02-05
event	0	11975	11975	und	0	1963-03-04
event	0	11976	11976	und	0	1963-04-17
event	0	11977	11977	und	0	1963-05-02
event	0	11978	11978	und	0	1963-05-03
event	0	11979	11979	und	0	1963-05-10
event	0	11984	171847	und	0	1963-05-27
event	0	11986	11986	und	0	1963-06-12
event	0	11987	11987	und	0	1963-06-25
event	0	11988	11988	und	0	1963-07-06
event	0	11989	161503	und	0	1963-07-11
event	0	11990	11990	und	0	1963-07-13
event	0	11991	11991	und	0	1963-07-18
event	0	11992	11992	und	0	1863-07-29
event	0	11993	11993	und	0	1963-08-05
event	0	11994	11994	und	0	1963-08-11
event	0	11995	11995	und	0	1963-08-11
event	0	11996	11996	und	0	1963-08-27
event	0	11997	11997	und	0	1963-08-30
event	0	11998	162891	und	0	1963-09-16
event	0	12000	163364	und	0	1963-10-10
event	0	12001	12001	und	0	1963-10-17
event	0	12002	12002	und	0	1963-12-06
event	0	12004	12004	und	0	1963-12-15
event	0	12005	12005	und	0	1964-01-13
event	0	12006	12006	und	0	1964-01-22
event	0	12007	12007	und	0	1964-01-24
event	0	12008	12008	und	0	1964-01-31
event	0	12009	12009	und	0	1964-02-08
event	0	12011	12011	und	0	1964-02-25
event	0	12013	12013	und	0	1964-03-11
event	0	12014	12014	und	0	1964-05-16
event	0	12015	12015	und	0	1964-05-30
event	0	12016	12016	und	0	1964-06-06
event	0	12017	12017	und	0	1964-06-09
event	0	12018	160946	und	0	1964-06-12
event	0	12020	161578	und	0	1964-07-17
event	0	12021	12021	und	0	1964-07-21
event	0	12022	161784	und	0	1964-07-24
event	0	12023	12023	und	0	1964-08-18
event	0	12024	162480	und	0	1964-08-25
event	0	12025	12025	und	0	1964-10-18
event	0	12028	12028	und	0	1964-11-03
event	0	12029	12029	und	0	1964-11-06
event	0	12030	156791	und	0	1964-11-06
event	0	12031	12031	und	0	1964-11-20
event	0	12032	12032	und	0	1964-12-21
event	0	12033	12033	und	0	1965-01-05
event	0	12034	12034	und	0	1965-01-25
event	0	12035	12035	und	0	1965-01-25
event	0	12036	12036	und	0	1965-02-18
event	0	12037	12037	und	0	1965-02-26
event	0	12038	12038	und	0	1965-03-17
event	0	12039	12039	und	0	1965-03-18
event	0	12041	12041	und	0	1965-06-19
event	0	12042	12042	und	0	1965-06-21
event	0	12043	12043	und	0	1965-07-03
event	0	12046	12046	und	0	1965-08-05
event	0	12047	12047	und	0	1965-08-10
event	0	12048	12048	und	0	1965-08-13
event	0	12049	162386	und	0	1965-08-19
event	0	12051	12051	und	0	1965-09-27
event	0	12052	12052	und	0	1965-11-03
event	0	12053	12053	und	0	1965-11-11
event	0	12054	157598	und	0	1965-12-20
event	0	12055	12055	und	0	1966-02-14
event	0	12056	12056	und	0	1966-02-24
event	0	12057	12057	und	0	1966-03-16
event	0	12058	159183	und	0	1966-03-21
event	0	12059	159186	und	0	1966-03-23
event	0	12061	12061	und	0	1966-05-09
event	0	12062	12062	und	0	1966-05-11
event	0	12064	160679	und	0	1966-06-04
event	0	12065	160762	und	0	1966-06-06
event	0	12066	12066	und	0	1966-06-22
event	0	12067	12067	und	0	1966-07-16
event	0	12068	12068	und	0	1966-08-06
event	0	12069	12069	und	0	1966-08-08
event	0	12070	162673	und	0	1966-09-06
event	0	12071	12071	und	0	1966-09-08
event	0	12073	156377	und	0	1966-10-05
event	0	12074	12074	und	0	1966-10-18
event	0	12075	12075	und	0	1966-10-27
event	0	12076	12076	und	0	1966-11-16
event	0	12077	12077	und	0	1966-12-09
event	0	12078	12078	und	0	1967-01-02
event	0	12080	12080	und	0	1967-01-09
event	0	12082	157985	und	0	1697-01-20
event	0	12083	12083	und	0	1967-02-22
event	0	12084	160763	und	0	1967-06-09
event	0	12085	161707	und	0	1967-07-21
event	0	12086	12086	und	0	1967-07-30
event	0	12087	12087	und	0	1967-08-04
event	0	12088	12088	und	0	1967-08-13
event	0	12089	12089	und	0	1967-09-08
event	0	12090	173497	und	0	1967-12-03
event	0	12091	12091	und	0	1967-12-21
event	0	12092	12092	und	0	1968-01-02
event	0	12093	12093	und	0	1968-02-15
event	0	12094	12094	und	0	1968-02-22
event	0	12095	166474	und	0	1968-03-03
event	0	12096	12096	und	0	1968-03-12
event	0	12097	12097	und	0	1968-03-27
event	0	12098	12098	und	0	1968-04-13
event	0	12099	12099	und	0	1968-04-20
event	0	12100	12100	und	0	1968-04-26
event	0	12101	167192	und	0	1968-05-12
event	0	12102	12102	und	0	1968-05-21
event	0	12104	12104	und	0	1968-07-01
event	0	12106	12106	und	0	1968-08-14
event	0	12107	12107	und	0	1968-09-27
event	0	12108	156517	und	0	1968-10-12
event	0	12109	12109	und	0	1968-10-21
event	0	12112	12112	und	0	1969-02-03
event	0	12113	12113	und	0	1969-02-07
event	0	12114	12114	und	0	1969-02-22
event	0	12115	12115	und	0	1969-04-11
event	0	12117	12117	und	0	1969-04-17
event	0	12118	12118	und	0	1969-05-13
event	0	12119	12119	und	0	1969-05-16
event	0	12120	12120	und	0	1969-06-04
event	0	12122	12122	und	0	1969-06-30
event	0	12123	12123	und	0	1969-07-03
event	0	12124	12124	und	0	1969-07-10
event	0	12125	12125	und	0	1969-07-20
event	0	12128	12128	und	0	1969-08-10
event	0	12129	12129	und	0	1969-08-17
event	0	12130	12130	und	0	1969-08-18
event	0	12131	12131	und	0	1969-09-01
event	0	12132	12132	und	0	1969-09-05
event	0	12133	12133	und	0	1969-10-24
event	0	12134	165700	und	0	1969-12-19
event	0	12135	12135	und	0	1969-12-30
event	0	12136	12136	und	0	1970-02-03
event	0	12137	12137	und	0	1970-02-05
event	0	12138	12138	und	0	1970-02-09
event	0	12139	12139	und	0	1970-02-19
event	0	12140	12140	und	0	1970-02-20
event	0	12141	12141	und	0	1970-02-21
event	0	12142	170976	und	0	1970-03-04
event	0	12143	12143	und	0	1970-05-15
event	0	12144	12144	und	0	1970-05-22
event	0	12145	12145	und	0	1970-06-12
event	0	12148	155696	und	0	1970-09-23
event	0	12151	12151	und	0	1970-11-13
event	0	12152	12152	und	0	1971-01-16
event	0	12153	12153	und	0	1971-01-20
event	0	12154	12154	und	0	1971-01-28
event	0	12155	12155	und	0	1971-02-25
event	0	12158	12158	und	0	1971-05-17
event	0	12159	12159	und	0	1971-06-08
event	0	12160	12160	und	0	1971-06-20
event	0	12162	12162	und	0	1971-08-16
event	0	12163	12163	und	0	1971-08-25
event	0	12164	12164	und	0	1971-08-30
event	0	12165	12165	und	0	1971-09-18
event	0	12167	12167	und	0	1971-11-26
event	0	12168	173498	und	0	1971-12-03
event	0	12169	12169	und	0	1972-01-01
event	0	12170	157796	und	0	1972-01-12
event	0	12171	12171	und	0	1988-02-11
event	0	12173	12173	und	0	1972-04-10
event	0	12174	12174	und	0	1972-05-12
event	0	12175	12175	und	0	1972-05-14
event	0	12176	167818	und	0	1972-05-24
event	0	12177	167627	und	0	1972-06-07
event	0	12178	12178	und	0	1972-07-03
event	0	12179	12179	und	0	1972-07-12
event	0	12181	12181	und	0	1972-08-22
event	0	12182	12182	und	0	1972-11-01
event	0	12183	12183	und	0	1972-11-11
event	0	12184	12184	und	0	1972-12-14
event	0	12185	158289	und	0	1973-02-01
event	0	12187	12187	und	0	1973-03-03
event	0	12188	12188	und	0	1973-03-08
event	0	12189	12189	und	0	1973-03-08
event	0	12191	159481	und	0	1978-04-15
event	0	12192	12192	und	0	1973-04-20
event	0	12193	12193	und	0	1973-05-14
event	0	12194	12194	und	0	1973-06-24
event	0	12195	12195	und	0	1973-07-04
event	0	12196	12196	und	0	1973-08-25
event	0	12197	12197	und	0	1973-10-03
event	0	12198	12198	und	0	1973-10-17
event	0	12199	156635	und	0	1973-10-21
event	0	12200	12200	und	0	1973-11-16
event	0	12201	12201	und	0	1973-11-17
event	0	12203	157296	und	0	1973-12-22
event	0	12204	12204	und	0	1974-01-11
event	0	12207	12207	und	0	1974-02-23
event	0	12208	12208	und	0	1974-03-06
event	0	12209	12209	und	0	1974-03-18
event	0	12210	12210	und	0	1974-06-15
event	0	12212	12212	und	0	1974-07-22
event	0	12213	12213	und	0	1974-07-24
event	0	12214	12214	und	0	1974-08-14
event	0	12215	12215	und	0	1974-09-16
event	0	12216	163241	und	0	1974-09-25
event	0	12219	12219	und	0	1974-11-08
event	0	12222	12222	und	0	1975-02-11
event	0	12223	12223	und	0	1975-03-05
event	0	12224	159105	und	0	1975-03-19
event	0	12225	12225	und	0	1975-03-21
event	0	12227	12227	und	0	1975-03-27
event	0	12228	12228	und	0	1975-04-19
event	0	12229	12229	und	0	1975-04-30
event	0	12230	12230	und	0	1975-05-06
event	0	12232	12232	und	0	1975-05-30
event	0	12233	160680	und	0	1975-06-05
event	0	12234	12234	und	0	1975-06-09
event	0	12235	12235	und	0	1975-06-13
event	0	12236	12236	und	0	1975-06-19
event	0	12237	12237	und	0	1975-06-25
event	0	12238	12238	und	0	1975-07-12
event	0	12239	12239	und	0	1975-07-25
event	0	12240	12240	und	0	1975-08-09
event	0	12241	12241	und	0	1975-09-28
event	0	12242	155931	und	0	1975-09-30
event	0	12243	12243	und	0	1975-10-05
event	0	12244	12244	und	0	1975-10-10
event	0	12245	12245	und	0	1975-11-04
event	0	12246	156905	und	0	1975-11-11
event	0	12249	12249	und	0	1975-11-26
event	0	12250	12250	und	0	1975-12-12
event	0	12251	165702	und	0	1975-12-21
event	0	12252	12252	und	0	1976-01-05
event	0	12254	12254	und	0	1976-02-19
event	0	12255	12255	und	0	1976-02-24
event	0	12256	12256	und	0	1976-04-24
event	0	12257	12257	und	0	1976-05-16
event	0	12258	12258	und	0	1976-05-16
event	0	12259	12259	und	0	1976-05-24
event	0	12260	12260	und	0	1976-05-25
event	0	12261	12261	und	0	1976-05-28
event	0	12262	12262	und	0	1976-05-29
event	0	12263	12263	und	0	1976-06-08
event	0	12264	167628	und	0	1976-06-09
event	0	12265	160890	und	0	1976-06-11
event	0	12267	167821	und	0	1976-06-16
event	0	12268	12268	und	0	1976-06-17
event	0	12269	167931	und	0	1976-06-17
event	0	12270	12270	und	0	1976-06-19
event	0	12271	12271	und	0	1976-06-23
event	0	12272	161137	und	0	1976-06-24
event	0	12273	12273	und	0	1976-06-27
event	0	12274	172117	und	0	1976-06-28
event	0	12275	12275	und	0	1976-06-29
event	0	12276	12276	und	0	1976-07-03
event	0	12277	12277	und	0	1976-07-06
event	0	12278	12278	und	0	1976-07-07
event	0	12279	12279	und	0	1976-07-15
event	0	12280	12280	und	0	1976-07-27
event	0	12281	12281	und	0	1976-07-30
event	0	12282	12282	und	0	1976-08-02
event	0	12283	12283	und	0	1976-08-04
event	0	12284	12284	und	0	1976-08-13
event	0	12285	12285	und	0	1976-08-29
event	0	12286	12286	und	0	1976-09-02
event	0	12287	12287	und	0	1976-09-03
event	0	12288	12288	und	0	1976-09-13
event	0	12290	12290	und	0	1976-09-19
event	0	12291	12291	und	0	1976-10-21
event	0	12293	12293	und	0	1976-11-27
event	0	12294	157599	und	0	1976-12-21
event	0	12295	12295	und	0	1976-12-29
event	0	12296	12296	und	0	1977-02-05
event	0	12297	12297	und	0	1977-02-16
event	0	12298	12298	und	0	1977-02-17
event	0	12299	12299	und	0	1977-03-18
event	0	12301	159640	und	0	1977-04-23
event	0	12302	159748	und	0	1977-04-25
event	0	12303	12303	und	0	1977-04-29
event	0	12305	160221	und	0	1977-05-16
event	0	12306	12306	und	0	1977-05-17
event	0	12307	12307	und	0	1977-05-21
event	0	12310	12310	und	0	1977-06-10
event	0	12311	12311	und	0	1977-06-11
event	0	12312	12312	und	0	1977-06-11
event	0	12313	12313	und	0	1977-06-15
event	0	12314	12314	und	0	1977-06-20
event	0	12315	12315	und	0	1977-06-28
event	0	12316	12316	und	0	1977-06-29
event	0	12318	12318	und	0	1977-07-06
event	0	12320	12320	und	0	1977-07-26
event	0	12322	12322	und	0	1977-09-05
event	0	12323	12323	und	0	1977-09-06
event	0	12325	12325	und	0	1977-09-25
event	0	12326	12326	und	0	1977-10-16
event	0	12328	12328	und	0	1977-10-24
event	0	12329	12329	und	0	1977-11-04
event	0	12330	12330	und	0	1977-11-13
event	0	12331	12331	und	0	1977-11-17
event	0	12332	12332	und	0	1977-11-17
event	0	12333	12333	und	0	1977-12-02
event	0	12334	12334	und	0	1977-12-06
event	0	12335	12335	und	0	1978-01-04
event	0	12336	12336	und	0	1978-01-06
event	0	12337	165794	und	0	1978-01-08
event	0	12338	12338	und	0	1978-02-09
event	0	12339	12339	und	0	1978-02-15
event	0	12340	158810	und	0	1978-02-27
event	0	12342	159013	und	0	1978-03-10
event	0	12343	166583	und	0	1978-03-11
event	0	12344	12344	und	0	1978-03-15
event	0	12346	159385	und	0	1978-04-10
event	0	12347	12347	und	0	1978-04-28
event	0	12348	12348	und	0	1978-05-04
event	0	12351	12351	und	0	1978-06-04
event	0	12352	12352	und	0	1978-06-15
event	0	12353	12353	und	0	1978-06-15
event	0	12354	12354	und	0	1978-08-22
event	0	12355	12355	und	0	1978-08-24
event	0	12356	12356	und	0	1978-08-26
event	0	12357	12357	und	0	1978-09-05
event	0	12358	169111	und	0	1978-09-20
event	0	12359	12359	und	0	1978-09-28
event	0	12360	12360	und	0	1978-09-29
event	0	12361	12361	und	0	1978-10-03
event	0	12362	163281	und	0	1978-10-05
event	0	12363	12363	und	0	1978-10-07
event	0	12364	12364	und	0	1978-10-10
event	0	12365	12365	und	0	1978-10-18
