87903	A crosswind destroys the barracks of the Salvation Army in Church Street, Pretoria West. One person is injured.
85972	A crowd in the Netherlands welcomes African National Congress leader , who thanks them for staunch Dutch support for the anti-a
12883	A curfew is lifted in Venda
81435	A curfew, which was imposed in the independent Venda homeland as a result of the deposition of the Frank Ravhele regime, is lif
74149	A customs union and railway extension are proposed at a conference of delegations from the Cape Colony, Natal and the Orange Fr
92443	A Dakota air-liner, Paardeberg, crashes into Ingeli Mountain near Kokstad, Transkei, causing the first serious air-line crash i
74243	A Day of Prayer, called by NIC, is observed very widely. Indian businesses are closed at 1 pm, and many Indians take a resistan
91311	A DC-10 airliner, belonging to French airline UTA, is blown up over Niger, killing 170 people, in an attack blamed on Libyan se
91312	A DC-10 airliner, belonging to French airline UTA, is blown up over Niger, killing 170 people, in an attack blamed on Libyan se
71901	A De Havilland Dove of United Airways crashes near Ixopo, Natal, killing twelve occupants.
85828	A deal is proposed between the IFP and the ANC in Kwazulu-Natal aimed at stopping the conflict. The initiative has brought a de
70651	A declassified Canadian Security Intelligence Service report says the spread of SARS (Severe Acute Respiratory Syndrome) could
86297	A Defence Amendment Bill provides for a re-organisation of the defence system intended to give the South African Defence Force
81660	A Defence Amendment Bill provides for an alternative form of national service for conscientious objectors, who oppose military
90235	A Defence Bill is passed laying down penalties for any person or organization inciting anyone to avoid military service. 
79360	A Defence Force spokesman confirms in Cape Town that South Africa is to stop supplying the United States and Britain with intel
79846	A Defence White Paper analyses South Africa’s defence requirements in the context of the Soviet and Cuban intervention in Angol
89217	A defiance campaign by the Mass Democratic Movement against apartheid laws starts by challenging the segregation of hospitals a
90529	A Defiance Campaign, similar to the 1952 Defiance Campaign, is launched by the United Democratic Fund (UDF) against banning, re
90530	A Defiance Campaign, similar to the 1952 Defiance Campaign, is launched by the United Democratic Fund (UDF) against banning, re
73672	A delegation from Mauritius arrives in Cape Town to discuss ways of strengthening links between Mauritius and South Africa.
92111	A delegation of British Trade Union leaders carry out an intensive programme of visits and talks (7-20 October), investigating
73682	A delegation of four members of the Dutch Reformed Church in Africa, led by Dr Nico Smith, talks with the ANC in Lusaka, Zambia
90891	A delegation of officials of the African National Congress (ANC), the United Democratic Front (UDF) and the Congress of South A
92158	A delegation of seventy representatives of the South African Indian community meet African National Congress representatives in
83588	A delegation of the Natal Indian Organisation (NIO) meets Prime Minister Smuts.
89411	A delegation of the South African Council of Churches meets the Prime Minister and other government leaders, following calls by
74616	A delegation of the Special Committee against Apartheid begins its ten-day visit to South Africa. The mission, who established
71845	A devastating storm hits Pretoria – five inches of rain falls within four hours and the Apies River flows 100m wide.
82000	A devastating veld fire near Plettenberg Bay claims six lives and destroys 220 000 hectare of vegetation.
76720	A Diaz bust is unveiled in the garden of the art gallery in Cape Town.
89834	A diesel train carrying 1 140-ton diesel derails and explodes in Swartruggens, North West Province.
88336	A diesel train carrying 1 140-ton diesel derails and explodes in Swartruggens, North West Province.
91220	A diesel train carrying 1 140-ton diesel derails and explodes in Swartruggens, North West Province.
70217	A document released in Cape Town, discloses that SA ministers condoned the murder of Black demonstrators during the 1976 riots.
86195	A Draft White Paper on Defence is released.
76835	A Durban magistrate rules that no one is to blame for the death of a young Indian dentist, Dr. Hoosen Haffejee, who died in pol
74628	A Dutch fleet under Cornelis Houtman sights the Cape while on a voyage to the East.
71621	A Dutch ship, the Rosenberg, carrying Huguenots (Protestant refugees from France), leaves for the Cape from the Netherlands.
73638	A faction of the Bophuthatswana Defence Force, led by Rocky Malebana Metsing, attempts to overthrow the government of Chief Lucas Manyane Mangope.
73221	A famous former primary school, the “Gedenkschool der Hugenoten”, is opened at Kleinbosch in Daljosafat, Cape.
71310	A female coelacanth, containing twenty-six near-term embryos, is caught off Pebane, Mozambique.
83135	A female teacher is attacked by two robbers on her way to school and is saved by more than 100 pupils from Orlando North Second
87563	A fifty-two-strong delegation, led by Dr Frederik van Zyl Slabbert and Alex Boraine, leaves SA for talks with the African Natio
74260	A fire breaks out on a crowded train travelling from Cairo to Luxor in southern Egypt, killing 373 people and injuring sixty in
73027	A fire breaks out on Table Mountain after a British tourist allegedly flights a lit cigarette out of a car window.
91792	A fire has destroyed the historic Wanderers Cricket club in Johannesburg during the night, reducing to ash historic documents,
95318	A fire in a boarding school in Kenya kills fifty-eight boys and seriously injures twenty-eight others
69105	A fire in Betty’s Bay destroys eight houses.
91250	A fistfight between parliamentarians of the ANC and National Party erupts in the parliament in Cape Town. Johnny de Lange of th
68980	A five-day strike called by militant students in the Soweto Students’ Representative Council (SSRC) meets with only limited res
84950	A five-year restriction order is served on Father S. Mkhatshwa, Secretary of the South African Catholic Bishops’ Conference
71446	A flight instructor and an Italian student die when their Piper Cherokee crashes at Boesmansrivier in the Eastern Cape.
